190.3682991 388.6413718
266.5242306 393.1755077
270.1307687 372.3939341
304.8794787 328.7056889
380.827258 301.5009005
477.5132893 297.3918439
551.8658184 312.9779206
592.4406594 343.2526938
598.1974317 380.9898916
570.4539507 411.8314312
510.2505969 430.959798
361.9616909 456.0392123
271.1017906 483.1967702
220.8167312 526.8850154
213.6727849 584.1756549
257.3687675 640.2383004
350.031994 672.9690614
473.629202 677.692115
582.5917236 652.8960839
646.3323713 599.7617316
580.3033147 549.6031974
576.1413643 575.8630806
514.0653255 622.5268496
382.908019 629.2335857
302.6600002 598.7698903
291.4932491 551.9644297
330.7502747 520.4144321
502.5517809 490.328581
607.4914978 462.7931789
667.5561342 414.4763412
676.0178959 350.3845046
629.5475652 290.4489552
533.2083274 253.5146765
395.2538681 248.083165
274.3616496 275.4768755
202.6447512 335.9791913
