556.9707515	263.422715
657.1897817	400.2598513
657.1902719	455.1528716
534.1983618	402.8267817
461.4703245	342.0102767
556.9707515	263.422715

350.8908828	239.8267008
556.9707515	263.422715
461.4703245	342.0102767
357.4558961	355.3385692
350.8908828	239.8267008

211.1791949	352.0805421
350.8908828	239.8267008
357.4558961	355.3385692
305.7564168	427.9037172
211.1791949	352.0805421

192.2022035	480.2296063
211.1791949	352.0805421
305.7564168	427.9037172
308.2182968	481.4143434
192.2022035	480.2296063

292.1134987	647.1788109
217.8467865	558.6690759
192.2022035	480.2296063
308.2182968	481.4143434
336.2221814	534.7768775
292.1134987	647.1788109

292.1134987	647.1788109
336.2221814	534.7768775
399.5130121	568.5912492
292.1134987	647.1788109

498.398524	670.774825
292.1134987	647.1788109
399.5130121	568.5912492
491.1154624	555.3616848
498.398524	670.774825

657.1902719	455.1528716
543.6355683	483.5863615
543.635945	455.1528716
657.1902719	455.1528716

543.635945	455.1528716
534.1983618	402.8267817
657.1902719	455.1528716
543.635945	455.1528716

657.1902719	455.1528716
638.2127903	558.5209838
498.398524	670.774825
491.1154624	555.3616848
543.6355683	483.5863615
657.1902719	455.1528716

