160	419.5
160	519.5


160	419.5
80	419.5


80	419.5
80	719.5


160	519.5
340	519.5


420	419.5
420	519.5


420	419.5
340	419.5


340	519.5
340	419.5


420	519.5
600	519.5


600	719.5
600	619.5


600	719.5
680	719.5


680	719.5
680	419.5


680	419.5
600	419.5


600	519.5
600	419.5


600	619.5
420	619.5


340	719.5
340	619.5


340	719.5
420	719.5


420	619.5
420	719.5


340	619.5
160	619.5


80	719.5
160	719.5


160	619.5
160	719.5




60	739
60	399
180	399
180	499
320	499
320	399
440	399
440	499
580	499
580	399
700	399
700	739
580	739
580	639
440	639
440	739
320	739
320	639
180	639
180	739
60	739
100	700
140	700
140	600
360	600
360	700
400	700
400	600
620	600
620	700
660	700
660	440
620	440
620	540
400	540
400	440
360	440
360	540
140	540
140	440
100	440
100	700
60	739
