60	739
60	399
180	399
180	499
60	739

360	540
140	540
140	440
360	540

320	499
320	399
440	399
440	499
320	499

620	540
400	540
400	440
620	540

580	739
580	639
620	600
620	700
580	739

700	739
580	739
620	700
660	700
700	739

700	399
700	739
660	700
660	440
700	399

580	399
700	399
660	440
620	440
580	399

620	440
620	540
580	499
580	399
620	440

400	600
620	600
580	639
440	639
400	600

440	639
440	739
320	739
320	639
440	639

180	739
60	739
100	700
140	700
180	739

140	700
140	600
180	639
180	739
140	700

140	600
360	600
360	700
140	600

