161.988281 381.875977
186.951172 384.180657
206.345703 405.687012
206.345703 430.841801
206.345703 457.916991
184.262695 480
157.1875 480
130.112305 480
108.030273 457.91699
108.030273 430.841801
108.030273 422.584961
110.333976 414.136231
114.174797 407.03125
131.69043 160.564453
312.086914 160.515625
386.078125 -12.849609
483.222656 25.248047
468.179687 61.06836
413.813476 41.44336
342.222656 206.723633
174.493164 205.59668
172.19043 236.809571
293.613282 236.761231
293.613282 282.944336
167.558594 282.993652
