657.1902719 455.1528716
657.1897817 400.2598513
556.9707515 263.422715
350.8908828 239.8267008
211.1791949 352.0805421
192.2022035 480.2296063
217.8467865 558.6690759
292.1134987 647.1788109
498.398524 670.774825
638.2127903 558.5209838
657.1902719 455.1528716
534.1983618 402.8267817
543.635945 455.1528716
543.6355683 483.5863615
491.1154624 555.3616848
399.5130121 568.5912492
336.2221814 534.7768775
308.2182968 481.4143434
305.7564168 427.9037172
357.4558961 355.3385692
461.4703245 342.0102767
534.1983618 402.8267817
